customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C0483,Female,0,Yes,No,27,Yes,No,DSL,No,Yes,No,No,No,No internet service,Two year,No,Credit card (automatic),45.84722354508324,5562.536370103822,No
C0484,Male,0,No,Yes,51,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,Two year,No,Credit card (automatic),81.89783555926735,7236.49531265406,No
C0485,Female,0,Yes,Yes,57,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),102.4493011348894,7919.899865741967,No
C0486,Male,0,No,No,47,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,90.16038875675594,8267.410138587675,No
C0487,Female,0,Yes,No,39,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,66.90702438148207,6643.433089544857,No
C0488,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,Two year,Yes,Credit card (automatic),77.63005267462614,1202.9559967719142,Yes
C0489,Male,1,No,Yes,22,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Two year,No,Credit card (automatic),118.844905400871,7254.094493175897,No
C0490,Female,0,Yes,Yes,54,Yes,Yes,No,Yes,Yes,No,No,No internet service,No internet service,One year,No,Electronic check,79.40275505401543,3410.461342430144,No
C0491,Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),98.13301090990166,6209.107763586829,Yes
C0492,Male,0,No,Yes,72,No,Yes,DSL,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),92.11368596652159,4524.215218077809,No
C0493,Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),89.55204278399505,7046.237225608983,Yes
C0494,Male,0,Yes,No,59,Yes,No,No,Yes,No internet service,Yes,No internet service,No internet service,No,Two year,No,Electronic check,91.06964362163245,3627.139625946239,No
C0495,Male,0,Yes,Yes,31,Yes,No phone service,No,No,No,Yes,Yes,No internet service,No internet service,One year,No,Credit card (automatic),64.34979463070931,542.1351026968562,No
C0496,Male,1,No,Yes,42,Yes,Yes,No,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),66.36433780084877,4740.978715705118,No
C0497,Female,0,Yes,No,32,Yes,No,DSL,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,65.7219992107998,1470.8864846912038,No
C0498,Male,1,No,Yes,59,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),21.391969935686024,8207.52055761749,No
C0499,Female,0,No,Yes,34,No,Yes,No,No,No,Yes,No,No,No,Two year,No,Mailed check,42.58866369389699,4487.700724331819,Yes
C0500,Male,0,Yes,Yes,9,Yes,No phone service,DSL,No internet service,No internet service,No,No,No,Yes,Two year,Yes,Electronic check,33.76552867828804,4713.285689327643,Yes
C0501,Male,0,Yes,Yes,11,Yes,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,108.41739116252025,7713.427776095284,No
C0502,Male,1,Yes,Yes,10,Yes,No,DSL,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,46.046875378200795,5315.7320493722655,Yes
C0503,Female,0,Yes,Yes,17,Yes,No phone service,No,No,No internet service,No internet service,Yes,No,No internet service,One year,No,Electronic check,32.12114871548512,2585.750577323096,No
C0504,Male,1,Yes,No,68,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),30.216227054910263,2529.4745406592137,No
C0505,Male,0,No,Yes,48,Yes,Yes,No,Yes,No,No internet service,Yes,No internet service,No,One year,No,Mailed check,89.39896312432019,4272.390108506561,Yes
C0506,Female,0,No,Yes,52,Yes,No phone service,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,18.620497713325847,7368.570997777126,No
C0507,Male,1,Yes,No,25,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No,Month-to-month,No,Mailed check,66.07304897916384,6758.894268125115,No
C0508,Female,0,Yes,No,21,Yes,No,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,No,Electronic check,30.124852771016016,8183.965650934158,No
C0509,Female,0,Yes,No,65,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,104.66566451886233,627.7380940323912,No
C0510,Male,0,No,Yes,63,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Mailed check,115.76193635815073,2293.9417169555204,Yes
C0511,Female,1,Yes,No,51,Yes,No phone service,DSL,No,No,No,No,No internet service,Yes,One year,No,Credit card (automatic),115.79297085392017,698.3217776760239,No
C0512,Male,1,Yes,Yes,36,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),63.08033911257047,6388.653722680465,Yes
C0513,Female,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),83.74051209234923,1212.551351373554,Yes
C0514,Female,0,No,Yes,15,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,No internet service,Two year,No,Mailed check,79.16982192409594,865.2357492557002,No
C0515,Male,1,Yes,No,39,Yes,No phone service,No,Yes,No,Yes,Yes,Yes,No internet service,One year,Yes,Mailed check,53.7039679413672,4782.103660618447,Yes
C0516,Female,0,Yes,No,70,Yes,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,63.29457812489418,3508.213328194702,No
C0517,Female,0,Yes,No,1,No,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,Two year,No,Mailed check,24.56101711779514,6083.489555383246,No
C0518,Female,1,No,No,23,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),99.1613013324917,4148.864552401716,No
C0519,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Two year,No,Credit card (automatic),42.561958239771144,3625.6880427669203,No
C0520,Female,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,64.97378777591038,3627.094806271807,Yes
C0521,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,67.02331482889768,7413.255458543085,No
C0522,Female,1,No,Yes,41,Yes,No,No,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Mailed check,75.19259739343445,3370.30396942796,No
C0523,Male,1,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.42341706458518,2845.874437742031,No
C0524,Female,1,Yes,No,70,Yes,No phone service,No,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,88.57186671074247,2889.45452330679,Yes
C0525,Male,0,Yes,No,6,Yes,No,No,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),85.63243101117759,1685.5679585838993,Yes
C0526,Male,1,No,Yes,52,No,No,DSL,No internet service,Yes,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),71.72804057210385,7318.362830568579,No
C0527,Female,1,No,No,3,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,27.787487004552172,1261.7225730639468,No
C0528,Female,0,No,No,63,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),59.00486410838786,7724.836278016252,No
C0529,Female,1,No,Yes,49,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,115.64631883163632,2422.3732172491545,No
C0530,Male,0,No,Yes,47,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,No internet service,One year,No,Mailed check,119.54590367940176,7646.938305678569,No
C0531,Female,0,No,No,55,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),92.51081090229366,6725.740811101244,No
C0532,Male,0,No,No,64,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),41.20652623361379,4954.418152700942,No
C0533,Male,0,No,Yes,65,Yes,No,No,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,28.392845892346386,5696.444573237558,Yes
C0534,Male,0,No,Yes,67,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Mailed check,60.305964622712324,2781.809578377037,No
C0535,Female,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Credit card (automatic),105.37033404065224,4888.607106727232,No
C0536,Female,0,Yes,No,32,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,No internet service,One year,No,Mailed check,91.63015246929005,2498.1614039638444,Yes
C0537,Male,0,Yes,Yes,68,Yes,Yes,No,Yes,No,No internet service,Yes,No,Yes,Two year,No,Electronic check,108.1570082291927,3430.0780074188956,Yes
C0538,Male,0,No,Yes,18,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),80.80918409916053,6503.867793454454,Yes
C0539,Female,0,Yes,No,43,Yes,Yes,No,No internet service,No,No,No,No internet service,No,One year,No,Credit card (automatic),31.293493188148616,2087.036006238254,No
C0540,Male,0,No,No,35,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,29.709188633812737,7133.091906333995,No
C0541,Female,0,No,No,58,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,22.896234868273186,3206.2383647865004,No
C0542,Male,0,Yes,No,33,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,75.84215699850016,4531.865607982127,No
C0543,Female,0,No,No,14,Yes,No phone service,No,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),42.77439613572848,8007.708855508292,No
C0544,Male,1,Yes,Yes,34,No,No phone service,No,No,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),92.90713141820495,5796.410255245072,Yes
C0545,Female,0,Yes,Yes,61,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,87.99749345746574,5494.014085148129,Yes
C0546,Male,0,Yes,No,4,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),50.44729572564833,6053.856745545857,No
C0547,Female,0,No,No,59,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),36.033769979334565,7805.420375367082,No
C0548,Female,1,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,No,Two year,Yes,Electronic check,28.444835679192124,2125.893281616855,No
C0549,Male,0,No,No,6,Yes,No phone service,No,No internet service,Yes,Yes,No,Yes,No internet service,Two year,No,Electronic check,93.2061579289359,5219.511907589988,No
C0550,Male,1,Yes,No,49,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),63.94498153344519,3414.1406728821385,No
C0551,Female,0,Yes,Yes,40,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),51.00005124617017,118.55659700928895,No
C0552,Male,1,Yes,Yes,65,Yes,No,No,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),105.37860761224384,1080.8022033166183,Yes
C0553,Female,0,No,Yes,69,Yes,No phone service,Fiber optic,No,No,No,No,No,No internet service,One year,Yes,Credit card (automatic),78.54854809007716,2774.581255625757,No
C0554,Male,1,No,Yes,27,No,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.83623831245161,4810.329755565009,Yes
C0555,Female,0,No,No,6,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,93.82467482751281,7494.669055937776,No
C0556,Female,0,Yes,Yes,13,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),101.1894803039994,6728.2299505846095,Yes
C0557,Female,0,Yes,No,64,Yes,Yes,DSL,No,Yes,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),87.97946185311739,4711.376209489938,No
C0558,Female,0,No,No,62,Yes,No,Fiber optic,Yes,No,No,Yes,No,No internet service,Two year,Yes,Credit card (automatic),62.88064449713397,644.5688846911404,No
C0559,Female,0,No,No,19,Yes,No,No,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),56.68847685256312,2443.0571551302087,No
C0560,Female,1,No,Yes,43,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,No,Electronic check,96.70982370381563,3128.422751422013,No
C0561,Male,1,No,No,20,Yes,Yes,DSL,No,No,No internet service,No,No internet service,No,One year,No,Bank transfer (automatic),70.82653038530918,5291.405164898993,No
C0562,Male,0,No,Yes,68,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),89.84738000877239,568.6821701150124,No
C0563,Male,0,No,Yes,44,Yes,No phone service,No,No internet service,Yes,No,No internet service,No internet service,No,Two year,No,Electronic check,108.8206764862163,4515.101729273015,No
C0564,Female,0,Yes,No,23,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No internet service,No,Two year,No,Mailed check,111.42084474314372,7664.222534859407,No
C0565,Female,0,No,No,2,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,46.32699520253841,6001.480124905371,Yes
C0566,Female,0,Yes,No,22,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),37.16477492779644,6778.8054732653,No
C0567,Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,Yes,One year,No,Electronic check,44.65131075435746,5799.972849381661,No
C0568,Male,0,No,No,72,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,No,Credit card (automatic),94.63992059462129,1770.2888494479273,No
C0569,Male,0,No,Yes,7,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),55.74591967670834,955.1237617999701,No
C0570,Female,0,Yes,No,56,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),35.685706645815635,7053.739888427638,Yes
C0571,Male,0,No,No,67,Yes,No,No,No,No internet service,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),28.035320235710863,5917.2686262837115,No
C0572,Male,0,No,Yes,16,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,No,Two year,Yes,Mailed check,51.38594526062816,4895.672141880435,No
C0573,Female,0,Yes,Yes,51,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),31.885916915752155,1623.4972606606623,Yes
C0574,Male,1,Yes,Yes,72,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),33.95010847839731,5135.571995774292,No
C0575,Female,0,Yes,Yes,12,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Credit card (automatic),87.75616529151955,283.6713822543593,No
C0576,Male,0,No,Yes,53,No,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,One year,No,Mailed check,20.01267375817734,1025.993537929564,Yes
C0577,Female,0,Yes,Yes,5,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),29.990432685794676,2663.452250641129,Yes
C0578,Female,0,No,No,27,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,104.12528010373583,3781.788069001496,No
C0579,Female,1,Yes,No,12,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,Yes,One year,Yes,Mailed check,104.18123667186183,1040.628053562207,Yes
C0580,Female,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,51.58283483388485,1035.3326394796186,No
C0581,Male,0,Yes,No,6,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.971206853610358,6175.030029070396,No
C0582,Female,0,No,Yes,5,No,No,No,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,89.906974048335,4850.360006217025,No
C0583,Female,1,No,No,57,Yes,No,No,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,54.73343215293519,4545.199480956155,No
C0584,Female,1,Yes,No,28,Yes,No,No,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),22.637391974902435,3855.549387587059,No
C0585,Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),34.098352092579454,8301.03862801459,No
C0586,Female,0,Yes,Yes,59,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,Yes,One year,No,Bank transfer (automatic),31.99591082033048,440.40599951010375,No
C0587,Male,0,No,Yes,33,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),78.08986707042155,1550.0797082024997,No
C0588,Female,1,Yes,No,62,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,Two year,Yes,Mailed check,109.60799352756325,5510.160798277295,No
C0589,Male,0,No,Yes,50,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),98.89334739899266,1174.653475966229,No
C0590,Male,1,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Two year,Yes,Electronic check,73.74463659175746,5017.1291161938125,Yes
C0591,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),61.059826822602965,4833.750714530521,No
C0592,Male,0,Yes,No,66,Yes,No,DSL,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),81.10502432502423,8254.065967631443,No
C0593,Female,0,Yes,No,47,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),63.26889957996824,7510.8841831498075,No
C0594,Female,0,Yes,Yes,39,Yes,Yes,No,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),43.10211050278423,8038.183461835533,Yes
C0595,Female,0,Yes,No,68,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No,Yes,One year,No,Mailed check,87.27814044593252,981.575297878295,No
C0596,Male,0,No,No,33,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,107.07088246561474,7381.6350447900295,No
C0597,Male,0,Yes,Yes,13,Yes,No,No,Yes,No internet service,Yes,Yes,No,No internet service,One year,Yes,Mailed check,56.03277372944777,1112.9469927794912,No
C0598,Female,0,No,No,54,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,103.83692370451637,5386.530738410114,No
C0599,Female,0,Yes,Yes,7,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),61.97036874131603,6125.702958870815,No
C0600,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Electronic check,58.93626619614145,1382.3593713022426,No
C0601,Female,1,No,Yes,19,Yes,No phone service,DSL,No,No,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),20.88908446979682,5384.216826634356,No
C0602,Female,1,Yes,Yes,54,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),88.91844793947585,462.9699008795336,Yes
C0603,Female,1,No,No,20,Yes,Yes,No,Yes,No,Yes,No,No internet service,No internet service,One year,No,Mailed check,100.36525756160994,2505.4829392706856,No
C0604,Male,1,No,No,29,Yes,No,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Credit card (automatic),85.68280579497322,7831.2663455491775,Yes
C0605,Male,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,33.43881704197824,1474.6237237336545,No
C0606,Male,0,No,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,28.5359336903696,571.6200759636778,Yes
C0607,Female,0,No,No,57,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),76.43159266509103,3781.278489477607,No
C0608,Female,0,Yes,No,8,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,Yes,No,Two year,No,Mailed check,58.95465792682939,7232.943644728317,No
C0609,Female,0,No,Yes,62,Yes,No phone service,No,No,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),61.767973915530135,668.3351438550354,No
C0610,Male,1,Yes,Yes,29,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),116.71562516778678,3033.650967884325,No
C0611,Female,0,Yes,No,17,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,No,One year,Yes,Electronic check,91.84011246169267,7649.890146732205,No
C0612,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),60.00234939919118,1020.1953746288615,Yes
C0613,Female,0,Yes,Yes,6,Yes,No phone service,No,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,19.94812654385492,2653.0902671451313,No
C0614,Female,0,No,Yes,58,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No,Two year,No,Bank transfer (automatic),21.477761181033568,6620.56362704584,No
C0615,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,No,No,No internet service,No,One year,No,Mailed check,87.84997695587734,4625.515592911338,Yes
C0616,Male,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,Two year,Yes,Mailed check,103.44935347081191,7077.849698854052,Yes
C0617,Female,1,No,Yes,62,Yes,Yes,No,No,No,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),90.18566821406775,964.552123839908,Yes
C0618,Male,0,Yes,Yes,41,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Two year,No,Credit card (automatic),59.40055076568199,7826.1404816428085,Yes
C0619,Male,0,Yes,Yes,69,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),21.175845268918096,7947.921841078001,No
C0620,Female,1,No,Yes,41,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),116.67496628399343,1335.3650368843632,Yes
C0621,Female,1,No,Yes,49,No,Yes,DSL,No,No,No internet service,No internet service,No internet service,No,One year,No,Bank transfer (automatic),118.60627834012485,305.33168909805386,No
C0622,Male,1,No,Yes,49,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),74.0351842473154,8413.834601747134,Yes
C0623,Female,1,No,Yes,71,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,25.208438398900768,4108.458005909164,No
C0624,Male,0,No,Yes,3,Yes,No,No,No internet service,No,No,No,No,Yes,One year,Yes,Mailed check,73.17919560327562,4870.343577028529,No
C0625,Female,0,No,No,10,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,One year,No,Mailed check,109.01852396252245,5242.1039509598995,No
C0626,Male,0,No,Yes,35,Yes,Yes,No,No,No,No,No internet service,Yes,No,Two year,No,Bank transfer (automatic),87.35852203307778,6715.967901304224,Yes
C0627,Female,0,Yes,No,2,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,91.43890156533787,6905.281953447476,No
C0628,Male,0,No,Yes,24,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,26.666923418089425,1662.873752680322,Yes
C0629,Male,0,No,Yes,38,Yes,No,No,No,Yes,Yes,No internet service,No,Yes,One year,No,Mailed check,28.864186977243747,2025.1528340535724,Yes
C0630,Male,0,No,Yes,22,Yes,No phone service,No,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,30.989575190340297,7455.297751523128,Yes
C0631,Female,0,Yes,Yes,26,Yes,No,No,No internet service,No,No internet service,No,Yes,No,Two year,No,Credit card (automatic),110.24643703342124,6969.148323494474,No
C0632,Male,0,Yes,No,43,Yes,Yes,DSL,No,No,No internet service,No,Yes,No internet service,One year,No,Bank transfer (automatic),71.63666289890895,5256.647594340649,No
C0633,Male,0,No,Yes,55,No,No,DSL,No internet service,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),98.7406598320851,8455.038267696975,No
C0634,Female,0,No,Yes,39,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),29.759708508127225,6253.830209202327,No
C0635,Female,0,No,No,29,Yes,No phone service,No,No internet service,No,No internet service,No,No,Yes,Two year,No,Electronic check,112.61955596187669,1848.727467280771,No
C0636,Male,1,Yes,No,20,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),101.75649333271544,7199.234953669777,No
C0637,Male,0,Yes,Yes,41,Yes,No phone service,DSL,No,No internet service,No internet service,No,Yes,Yes,One year,Yes,Electronic check,40.925942767086326,3535.7622216915274,No
C0638,Female,0,No,No,54,Yes,No,DSL,No,Yes,Yes,No,No internet service,No internet service,One year,Yes,Credit card (automatic),107.16658779598326,324.64686671121484,No
C0639,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,44.871161458474546,2744.29527839859,Yes
C0640,Female,1,No,No,19,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),38.944667692583764,6494.441567291706,No
C0641,Female,0,Yes,Yes,66,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),44.95288155484566,8162.469049355665,No
C0642,Female,0,Yes,Yes,30,Yes,No phone service,No,No internet service,No,Yes,No,No internet service,No,Two year,No,Electronic check,110.81541645380615,2360.18908308369,No
C0643,Male,0,No,Yes,53,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,One year,No,Bank transfer (automatic),111.39038252251669,2108.951463643203,No
C0644,Female,0,No,No,34,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.55756901817282,4798.595879044781,No
C0645,Male,1,No,Yes,22,Yes,No phone service,DSL,No,No,Yes,No internet service,No internet service,Yes,Two year,No,Mailed check,89.95428687964423,6902.702836936874,No
